source_enum	members	decision	current_enums	member_reuse	reason
include/Gruntz/StatusBarMgr.h:GruntWellPct	GRUNT_WELL_EMPTY=0;GRUNT_WELL_FULL=100	retain	include/Gruntz/StatusBarMgr.h:GruntWellPct		All evaluated equal-value and overlapping-domain rows were reviewed; GruntWellPct has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusBarMgr.h:StatusBarGruntSlots	STATUSBAR_GRUNT_SLOT_COUNT=15	reuse	include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions	STATUSBAR_GRUNT_SLOT_COUNT=include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions::TM_UNITS_PER_PLAYER	Status-bar arrays and loops align one-for-one with the fifteen trigger-manager unit slots for the current player.
include/Gruntz/StatusBarTab.h:StatusBarTab	TAB_ALL=-1;TAB_CONTROLS=0;TAB_NONE=0;TAB_STATZ=1;TAB_GRUNTZ=2;TAB_RESOURCE=3;TAB_MULTIPLAYER=4;TAB_GAME=5;TAB_DIALOG=6;TAB_LAST=5	retain	include/Gruntz/StatusBarTab.h:StatusBarTab		All evaluated equal-value and overlapping-domain rows were reviewed; StatusBarTab has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusSampleMode.h:StatusSampleMode	STATUS_SAMPLE_UNINITIALIZED=-1;STATUS_SAMPLE_NONE=0;STATUS_SAMPLE_HEALTH=1;STATUS_SAMPLE_TOOL=2;STATUS_SAMPLE_VEHICLE=3	retain	include/Gruntz/StatusSampleMode.h:StatusSampleMode		All evaluated equal-value and overlapping-domain rows were reviewed; StatusSampleMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TargetSelectionKind.h:TargetSelectionKind	TARGET_SELECTION_AUTO=0;TARGET_SELECTION_POINT=1;TARGET_SELECTION_GRUNT=2;TARGET_SELECTION_TOY=3	retain	include/Gruntz/TargetSelectionKind.h:TargetSelectionKind		All evaluated equal-value and overlapping-domain rows were reviewed; TargetSelectionKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/Teleporter.h:TeleporterKind	TELEPORTER_NORMAL=0;TELEPORTER_SINGLE_USE=1;TELEPORTER_SECRET=2	retain	include/Gruntz/Teleporter.h:TeleporterKind		All evaluated equal-value and overlapping-domain rows were reviewed; TeleporterKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TileCollisionKind.h:TileCollisionKind	TILEKIND_PASSABLE=0;TILEKIND_SOLID=1;TILEKIND_GROUND=2;TILEKIND_CLIMB=3;TILEKIND_DEATH=4;TILEKIND_WATER=10;TILEKIND_ARROW_UP_A=11;TILEKIND_ARROW_DOWN_A=12;TILEKIND_ARROW_LEFT_A=13;TILEKIND_ARROW_RIGHT_A=14;TILEKIND_ARROW_UP_B=15;TILEKIND_ARROW_DOWN_B=16;TILEKIND_ARROW_LEFT_B=17;TILEKIND_ARROW_RIGHT_B=18;TILEKIND_ARROW_CURRENT=19;TILEKIND_GAUNTLET_ROCK_A=30;TILEKIND_GAUNTLET_ROCK_B=31;TILEKIND_SPIKES=32;TILEKIND_GIANT_ROCK=33;TILEKIND_COVERED_POWERUP=34;TILEKIND_REVEALED_POWERUP=35;TILEKIND_SINK_HAZARD=36;TILEKIND_SWITCH_A=51;TILEKIND_SWITCH_A_UP=52;TILEKIND_SWITCH_B=53;TILEKIND_SWITCH_B_UP=54;TILEKIND_MULTI_SWITCH=55;TILEKIND_MULTI_SWITCH_UP=56;TILEKIND_SWITCH_C=57;TILEKIND_SWITCH_C_UP=58;TILEKIND_EXCLUSIVE_SWITCH=59;TILEKIND_EXCLUSIVE_SWITCH_UP=60;TILEKIND_SECRET_SWITCH=61;TILEKIND_SECRET_SWITCH_UP=62;TILEKIND_TIME_SWITCH=63;TILEKIND_TIME_SWITCH_UP=64;TILEKIND_CHECKPOINT=65;TILEKIND_CHECKPOINT_UP=66;TILEKIND_CHECKPOINTPYRAMID_DOWN=93;TILEKIND_CHECKPOINTPYRAMID_UP=94;TILEKIND_WHITEPYRAMID_DOWN=95;TILEKIND_WHITEPYRAMID_UP=96;TILEKIND_ORANGEPYRAMID_DOWN=97;TILEKIND_ORANGEPYRAMID_UP=98;TILEKIND_BLACKPYRAMID_DOWN=99;TILEKIND_BLACKPYRAMID_UP=100;TILEKIND_GREENPYRAMID_DOWN=101;TILEKIND_GREENPYRAMID_UP=102;TILEKIND_PYRAMID_LATCH_A=103;TILEKIND_PYRAMID_LATCH_B=104;TILEKIND_REDPYRAMID_DOWN=103;TILEKIND_REDPYRAMID_UP=104;TILEKIND_PURPLEPYRAMID_DOWN=105;TILEKIND_PURPLEPYRAMID_UP=106;TILEKIND_WATERBRIDGE_DOWN=107;TILEKIND_WATERBRIDGE_UP=108;TILEKIND_DEATHBRIDGE_DOWN=109;TILEKIND_DEATHBRIDGE_UP=110;TILEKIND_CRUMBLEWATERBRIDGE=111;TILEKIND_CRUMBLEDEATHBRIDGE=112;TILEKIND_TOGGLEWATERBRIDGE_DOWN=113;TILEKIND_TOGGLEWATERBRIDGE_UP=114;TILEKIND_TOGGLEDEATHBRIDGE_DOWN=115;TILEKIND_TOGGLEDEATHBRIDGE_UP=116;TILEKIND_TOGGLE_BRIDGE_FIRST=113;TILEKIND_TOGGLE_BRIDGE_LAST=116;TILEKIND_HIDDEN_POWERUP=150;TILEKIND_GAUNTLET_BRICK_A=151;TILEKIND_GAUNTLET_BRICK_B=152;TILEKIND_GAUNTLET_BRICK_C=153;TILEKIND_AI_PATH_BLOCKER=154	retain	include/Gruntz/TileCollisionKind.h:TileCollisionKind		All evaluated equal-value and overlapping-domain rows were reviewed; TileCollisionKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TileTriggerLogic.h:TrigLogicId	TRIGID_ANY=0;TRIGID_SWITCH_1=1;TRIGID_SWITCH_2=2;TRIGID_MULTI_SWITCH_3=3;TRIGID_EXCLUSIVE_SWITCH_4=4;TRIGID_SWITCH_5=5;TRIGID_SECRET_SWITCH_6=6;TRIGID_TIME_SWITCH_7=7;TRIGID_CHECKPOINT_SWITCH_8=8;TRIGID_TILE_TRIGGER_21=21;TRIGID_GIANT_ROCK_22=22;TRIGID_TIME_TRIGGER_23=23;TRIGID_TILE_TRIGGER_24=24;TRIGID_SECRET_TRIGGER_25=25;TRIGID_COVERED_POWERUP_26=26	retain	include/Gruntz/TileTriggerLogic.h:TrigLogicId		All evaluated equal-value and overlapping-domain rows were reviewed; TrigLogicId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TileTriggerLogic.h:TrigErrClass	TRIGERR_LOOKUP_MISS=32989;TRIGERR_LINK_BROKEN=32990	retain	include/Gruntz/TileTriggerLogic.h:TrigErrClass		All evaluated equal-value and overlapping-domain rows were reviewed; TrigErrClass has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TileTriggerLogic.h:TrigErrSite	TRIGSITE_WIRE_TIME_SWITCH=1003;TRIGSITE_WIRE_TIME_TRIGGER=1004;TRIGSITE_WIRE_SECRET_SWITCH=1005;TRIGSITE_WIRE_SECRET_TRIGGER=1006;TRIGSITE_WIRE_SWITCH=1007;TRIGSITE_WIRE_TRIGGER=1008;TRIGSITE_WIRE_MULTI_SWITCH=1009;TRIGSITE_WIRE_MULTI_TRIGGER=1010;TRIGSITE_WIRE_EXCLUSIVE_SWITCH=1011;TRIGSITE_WIRE_EXCLUSIVE_TRIGGER=1012;TRIGSITE_WIRE_CHECKPOINT=1013;TRIGSITE_WIRE_CHECKPOINT_TRIGGER=1014;TRIGSITE_ARRIVAL_GIANT_ROCK=1022;TRIGSITE_APPLY_SWITCH_40=1015;TRIGSITE_APPLY_SWITCH_34=1016;TRIGSITE_APPLY_SWITCH_36=1017;TRIGSITE_APPLY_TRIGGER_36=1018;TRIGSITE_APPLY_SWITCH_38=1019;TRIGSITE_APPLY_TRIGGER_38=1020;TRIGSITE_APPLY_SWITCH_42=1021;TRIGSITE_ROCK_SCAN_MISS=1027;TRIGSITE_LINKSB_NO_OWNER=1101;TRIGSITE_LINKSB_KEY_MISS=1102;TRIGSITE_BCAST_KEY_MISS=1103;TRIGSITE_BCAST_NO_CLAIM=1104;TRIGSITE_LINKS_NO_OWNER=1106;TRIGSITE_LINKS_KEY_MISS=1107	retain	include/Gruntz/TileTriggerLogic.h:TrigErrSite		All evaluated equal-value and overlapping-domain rows were reviewed; TrigErrSite has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/TriggerMgr.h:TmGridDim	TM_UNITS_PER_PLAYER=15;TM_PLAYER_COUNT=4;TM_ALL_PLAYERS=5	reuse	include/Gruntz/PlayerSlot.h:PlayerSlot;include/Gruntz/PlayerSlot.h:PlayerSlotConstants;include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions	TM_UNITS_PER_PLAYER=include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions::TM_UNITS_PER_PLAYER;TM_PLAYER_COUNT=include/Gruntz/PlayerSlot.h:PlayerSlotConstants::PLAYER_SLOT_COUNT;TM_ALL_PLAYERS=include/Gruntz/PlayerSlot.h:PlayerSlot::PLAYER_SLOT_ALL	The trigger registry keeps its fifteen-unit dimension; its player count and all-player selector are the canonical PlayerSlot domain.
include/Gruntz/TriggerMgrRecords.h:<anonymous:kPendingFxIdBase>	kPendingFxIdBase=200	retain	include/Gruntz/TriggerMgrRecords.h:<anonymous:kPendingFxIdBase>		All evaluated equal-value and overlapping-domain rows were reviewed; kPendingFxIdBase> has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/UserLogic.h:EInlineBase	INLINE_BASE=0	retain	include/Gruntz/UserLogic.h:EInlineBase		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineBase has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/ViewportResizeMode.h:ViewportResizeMode	VIEW_RESIZE_IDLE=0;VIEW_RESIZE_SHRINK=1;VIEW_RESIZE_EXPAND=2	retain	include/Gruntz/ViewportResizeMode.h:ViewportResizeMode		All evaluated equal-value and overlapping-domain rows were reviewed; ViewportResizeMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/VoiceManager.h:<anonymous:VOICE_CUES_PER_BAND>	VOICE_CUES_PER_BAND=20	retain	include/Gruntz/VoiceManager.h:<anonymous:VOICE_CUES_PER_BAND>		All evaluated equal-value and overlapping-domain rows were reviewed; VOICE_CUES_PER_BAND> has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WarlordOwner.h:WarlordOwner	WARLORDZ_KING=0;WARLORDZ_NAPOLEAN=1;WARLORDZ_PATTON=2;WARLORDZ_VIKING=3;WARLORDZ_COUNT=4	retain	include/Gruntz/WarlordOwner.h:WarlordOwner		All evaluated equal-value and overlapping-domain rows were reviewed; WarlordOwner has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WarpLetter.h:WarpLetter	WARPLETTER_W=0;WARPLETTER_A=1;WARPLETTER_R=2;WARPLETTER_P=3	retain	include/Gruntz/WarpLetter.h:WarpLetter		All evaluated equal-value and overlapping-domain rows were reviewed; WarpLetter has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WarpLetter.h:WarpLetterConstants	WARPLETTER_COUNT=4	retain	include/Gruntz/WarpLetter.h:WarpLetterConstants		All evaluated equal-value and overlapping-domain rows were reviewed; WarpLetterConstants has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WarpStoneFragment.h:WarpStoneFragment	WARPSTONE_FRAGMENT_FIRST=1;WARPSTONE_FRAGMENT_SECOND=2;WARPSTONE_FRAGMENT_THIRD=3;WARPSTONE_FRAGMENT_FOURTH=4	retain	include/Gruntz/WarpStoneFragment.h:WarpStoneFragment		All evaluated equal-value and overlapping-domain rows were reviewed; WarpStoneFragment has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WorldSoundSet.h:<anonymous:kSoundVolumeMax>	kSoundVolumeMax=100	retain	include/Gruntz/WorldSoundSet.h:<anonymous:kSoundVolumeMax>		All evaluated equal-value and overlapping-domain rows were reviewed; kSoundVolumeMax> has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WwdGridIter.h:ENoSeed	NO_SEED=0	retain	include/Gruntz/WwdGridIter.h:ENoSeed		All evaluated equal-value and overlapping-domain rows were reviewed; ENoSeed has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WwdGridIter.h:EInlineSeed	INLINE_SEED=0	retain	include/Gruntz/WwdGridIter.h:EInlineSeed		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineSeed has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/WwdGridIter.h:EBaseCall	BASE_CALL=0	retain	include/Gruntz/WwdGridIter.h:EBaseCall		All evaluated equal-value and overlapping-domain rows were reviewed; EBaseCall has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/ByteRunEncoding.h:ByteRunEncoding	BYTE_RUN_CONTROL_MASK=192;BYTE_RUN_MARKER=192;BYTE_RUN_LENGTH_MASK=63	retain	include/Image/ByteRunEncoding.h:ByteRunEncoding		All evaluated equal-value and overlapping-domain rows were reviewed; ByteRunEncoding has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/ImagePool.h:DibMgrFlags	DMPF_NOIDENTITY=1	retain	include/Image/ImagePool.h:DibMgrFlags		All evaluated equal-value and overlapping-domain rows were reviewed; DibMgrFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/PcxFormat.h:PcxPlaneCount	PCX_PLANES_PALETTED=1;PCX_PLANES_RGB=3	retain	include/Image/PcxFormat.h:PcxPlaneCount		All evaluated equal-value and overlapping-domain rows were reviewed; PcxPlaneCount has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/PcxFormat.h:PcxBitsPerPlane	PCX_BITS_PER_PLANE_8=8	retain	include/Image/PcxFormat.h:PcxBitsPerPlane		All evaluated equal-value and overlapping-domain rows were reviewed; PcxBitsPerPlane has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/PcxFormat.h:PcxFormatConstants	PCX_HEADER_SIZE=128	retain	include/Image/PcxFormat.h:PcxFormatConstants		All evaluated equal-value and overlapping-domain rows were reviewed; PcxFormatConstants has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/PolygonWinding.h:PolygonWinding	POLYGON_WINDING_UNSET=0;POLYGON_WINDING_COUNTERCLOCKWISE=1;POLYGON_WINDING_CLOCKWISE=2	retain	include/Image/PolygonWinding.h:PolygonWinding		All evaluated equal-value and overlapping-domain rows were reviewed; PolygonWinding has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/RezDecodeKind.h:RezDecodeKind	DECODE_BMP=2;DECODE_PCX=3;DECODE_RID=4;DECODE_PID=5	retain	include/Image/RezDecodeKind.h:RezDecodeKind		All evaluated equal-value and overlapping-domain rows were reviewed; RezDecodeKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Image/WarpTextureBlit.h:WarpTextureFixedPoint	WARP_TEXTURE_FRACTION_BITS=14	retain	include/Image/WarpTextureBlit.h:WarpTextureFixedPoint		All evaluated equal-value and overlapping-domain rows were reviewed; WarpTextureFixedPoint has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/MoviePlayer.h:MovieLayout	MOVIE_TILE=0;MOVIE_SINGLE=1;MOVIE_TILE_OR_STRETCH=2;MOVIE_DEST_RECT=3	retain	include/Io/MoviePlayer.h:MovieLayout		All evaluated equal-value and overlapping-domain rows were reviewed; MovieLayout has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/MoviePlayer.h:MovieOpenFlags	MOVIE_OPEN_DEFAULT=0;MOVIE_OPEN_INTERLACED=1;MOVIE_OPEN_USE_ORIGIN=16	retain	include/Io/MoviePlayer.h:MovieOpenFlags		All evaluated equal-value and overlapping-domain rows were reviewed; MovieOpenFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/MoviePlayer.h:MoviePumpFlags	MOVIE_PUMP_SKIP_ON_KEY=1;MOVIE_PUMP_SKIP_ON_MOUSE=256	retain	include/Io/MoviePlayer.h:MoviePumpFlags		All evaluated equal-value and overlapping-domain rows were reviewed; MoviePumpFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/MoviePlayer.h:MoviePlaybackResult	MOVIE_RESULT_ERROR=0;MOVIE_RESULT_KEY_SKIP=1;MOVIE_RESULT_MOUSE_SKIP=256;MOVIE_RESULT_FINISHED=286331153	retain	include/Io/MoviePlayer.h:MoviePlaybackResult		All evaluated equal-value and overlapping-domain rows were reviewed; MoviePlaybackResult has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/SaveGame.h:SaveSlotFlags	SAVESLOT_EMPTY=0;SAVESLOT_PRESENT=1;SAVESLOT_CHEATS_USED=2	retain	include/Io/SaveGame.h:SaveSlotFlags		All evaluated equal-value and overlapping-domain rows were reviewed; SaveSlotFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/SaveGame.h:SaveGameStringId	SAVE_STRING_SAVING_GAME=33190	retain	include/Io/SaveGame.h:SaveGameStringId		All evaluated equal-value and overlapping-domain rows were reviewed; SaveGameStringId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Io/SaveGame.h:<anonymous:SAVE_SLOT_COUNT>	SAVE_SLOT_COUNT=10;SAVE_LEVEL_STATS_COUNT=40	retain	include/Io/SaveGame.h:<anonymous:SAVE_SLOT_COUNT>		All evaluated equal-value and overlapping-domain rows were reviewed; SAVE_SLOT_COUNT> has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetConnectionType.h:NetConnectionType	NETCONN_IPX=1;NETCONN_TCPIP=2;NETCONN_MODEM=3;NETCONN_SERIAL=4;NETCONN_GENERIC=5;NETCONN_COUNT=6	retain	include/Net/NetConnectionType.h:NetConnectionType		All evaluated equal-value and overlapping-domain rows were reviewed; NetConnectionType has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetLobbyCtrlId.h:NetLobbyCtrlId	IDC_NETCHAT_SEND=1222;IDC_NET_RESTART=1228;IDC_NET_CONTINUE=1229;IDC_NET_ABORT=1230;IDC_NET_DROPIN_ACCEPT=1232;IDC_NET_DROPIN_REJECT=1233;IDC_NET_RESUME=1234;IDC_NET_DROP_PLAYER=1258;IDC_NET_LOBBY_LAUNCH=1271	retain	include/Net/NetLobbyCtrlId.h:NetLobbyCtrlId		All evaluated equal-value and overlapping-domain rows were reviewed; NetLobbyCtrlId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetMsgId.h:NetPacketFlags	NET_PACKET_APPLICATION=128	retain	include/Net/NetMsgId.h:NetPacketFlags		All evaluated equal-value and overlapping-domain rows were reviewed; NetPacketFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetMsgId.h:NetMsgId	NETMSG_ALL_PLAYERS_READY=1000;NETMSG_PLAYER_LEFT=1002;NETMSG_PLAYER_READY=1005;NETMSG_CHAT_LINE=1008;NETMSG_KEEP_ALIVE=1014;NETMSG_REQUEST_PLAYER_TABLE=1015;NETMSG_PLAYER_TABLE=1016;NETMSG_REGISTER_PLAYER=1017;NETMSG_UPDATE_PLAYER=1018;NETMSG_REMOVED_BY_HOST=1019;NETMSG_VERIFY_CUSTOM_LEVEL=1020;NETMSG_GAME_CLOSED=1021;NETMSG_GAME_FULL=1022;NETMSG_WAIT_DIALOG_REPLY=1026;NETMSG_OUT_OF_SYNC_REPORT=1027;NETMSG_OUT_OF_SYNC=1028;NETMSG_PAUSE=1031;NETMSG_DROP_TIMEOUT=1036;NETMSG_APPLY_PLAYER_DROP=1040;NETMSG_YOU_WERE_DROPPED=1041;NETMSG_REQUEST_CONFIG=1045;NETMSG_CONFIG=1046;NETMSG_VERSION_CHECK=1047;NETMSG_VERSION_MISMATCH=1048;NETMSG_COLOR_REJECTED=1049;NETMSG_LEVEL_CHECKSUM=1052;NETMSG_VERIFY_OK=1053;NETMSG_VERIFY_FAILED=1054;NETMSG_LATENCY_PROBE=1055;NETMSG_LATENCY_REPLY=1056;NETMSG_ACK_LATENCY_REPORT=1057;NETMSG_OPTIONS_OPENED=1058;NETMSG_OPTIONS_CLOSED=1059;STAT_ALL_PLAYERS_READY=1000;STAT_CHAT=1008;STAT_PLAYER_TABLE=1016;STAT_REGISTER_PLAYER=1017;STAT_PLAYER_UPDATE=1018;STAT_REMOVED_BY_HOST=1019;STAT_PAUSE=1031;STAT_APPLY_PLAYER_DROP=1040;STAT_YOU_WERE_DROPPED=1041;STAT_REQUEST_CONFIG=1045;STAT_CONFIG=1046;STAT_VERSION_CHECK=1047;STAT_VERSION_MISMATCH=1048;STAT_ACK_LATENCY_REPORT=1057;STAT_LEVEL_CHECKSUM=1052;STAT_VERIFY_AGREE=1053;STAT_VERIFY_DISAGREE=1054	retain	include/Net/NetMsgId.h:NetMsgId		All evaluated equal-value and overlapping-domain rows were reviewed; NetMsgId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetPacketLayout.h:NetPacketLayout	NET_COMMAND_WIRE_BUFFER_BYTES=1024;NET_COMMAND_RECORD_PAYLOAD_BYTES=1024;NET_RECEIVE_BUFFER_BYTES=2048	retain	include/Net/NetPacketLayout.h:NetPacketLayout		All evaluated equal-value and overlapping-domain rows were reviewed; NetPacketLayout has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetProviderFindKind.h:NetProviderFindKind	NETPROVIDER_FIND_TCPIP=1;NETPROVIDER_FIND_IPX=2;NETPROVIDER_FIND_GENERIC=5	retain	include/Net/NetProviderFindKind.h:NetProviderFindKind		All evaluated equal-value and overlapping-domain rows were reviewed; NetProviderFindKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetSlotState.h:NetSlotState	NETSLOT_EMPTY=0;NETSLOT_INACTIVE=1;NETSLOT_DONE=1;NETSLOT_LOCAL=2;NETSLOT_REMOTE=3;NETSLOT_ACTIVE=3	retain	include/Net/NetSlotState.h:NetSlotState		All evaluated equal-value and overlapping-domain rows were reviewed; NetSlotState has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Net/NetSlotState.h:NetSlotCount	NET_SLOT_COUNT=4	reuse	include/Gruntz/PlayerSlot.h:PlayerSlotConstants	NET_SLOT_COUNT=include/Gruntz/PlayerSlot.h:PlayerSlotConstants::PLAYER_SLOT_COUNT	Network command/session slots are the same four game-player slots and transport their player records.
include/Rez/DebugPrintfInternals.h:dprintfOutputType	DPRINTF_UNKNOWN=0;DPRINTF_NOTHING=1;DPRINTF_MONOCHROME=2;DPRINTF_COM1=3;DPRINTF_COM2=4;DPRINTF_FILE=5;DPRINTF_FILEAPPEND=6;DPRINTF_STDOUT=7;DPRINTF_LPT1=8;DPRINTF_LPT2=9;DPRINTF_PRN=10	retain	include/Rez/DebugPrintfInternals.h:dprintfOutputType		All evaluated equal-value and overlapping-domain rows were reviewed; dprintfOutputType has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Rez/DebugPrintfInternals.h:dprintfConstants	BUFSIZE=256;CPL=80;LPP=25;ATTR=1792;MAX_EXCLUDE_REGIONS=16	retain	include/Rez/DebugPrintfInternals.h:dprintfConstants		All evaluated equal-value and overlapping-domain rows were reviewed; dprintfConstants has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Rez/FrameClock.h:FrameClockPeriod	FRAME_CLOCK_PERIOD_50_MS=50;FRAME_CLOCK_PERIOD_100_MS=100;FRAME_CLOCK_PERIOD_200_MS=200;FRAME_CLOCK_PERIOD_400_MS=400;FRAME_CLOCK_PERIOD_500_MS=500	retain	include/Rez/FrameClock.h:FrameClockPeriod		All evaluated equal-value and overlapping-domain rows were reviewed; FrameClockPeriod has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Rez/RezArchive.h:RezArchiveMagic	REZ_ARCHIVE_MAGIC_CR=13;REZ_ARCHIVE_MAGIC_LF=10;REZ_ARCHIVE_MAGIC_EOF=26;REZ_MGR_USER_TITLE_SIZE=60	retain	include/Rez/RezArchive.h:RezArchiveMagic		All evaluated equal-value and overlapping-domain rows were reviewed; RezArchiveMagic has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Rez/RezTypeTag.h:RezTypeTag	REZ_TAG_NONE=0;REZ_TAG_WWD=5723972;REZ_TAG_WAV=5718358;REZ_TAG_ANI=4279881;REZ_TAG_TXT=5527636;REZ_TAG_PAL=5259596;REZ_TAG_XMI=5786953;IMGTAG_PMB=4345168;IMGTAG_XCP=5260120;IMGTAG_DIR=5392708;IMGTAG_DIP=5261636	retain	include/Rez/RezTypeTag.h:RezTypeTag		All evaluated equal-value and overlapping-domain rows were reviewed; RezTypeTag has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Utils/BitArrayWord.h:BitArrayWord	BITARRAY_WORD_BITS=32;BITARRAY_WORD_SHIFT=5;BITARRAY_BIT_MASK=31	retain	include/Utils/BitArrayWord.h:BitArrayWord		All evaluated equal-value and overlapping-domain rows were reviewed; BitArrayWord has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Utils/MillisPer.h:MillisPer	MILLIS_PER_SECOND=1000;MILLIS_PER_MINUTE=60000;MILLIS_PER_HOUR=3600000	canonical	include/Utils/MillisPer.h:MillisPer		This shared unit-conversion enum owns milliseconds per second, minute, and hour across subsystems.
include/Wap32/CoordUnset.h:CoordSentinel	COORD_UNSET=-2147483648;UNINIT_FILL=-286331154	retain	include/Wap32/CoordUnset.h:CoordSentinel		All evaluated equal-value and overlapping-domain rows were reviewed; CoordSentinel has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/EngStr.h:EngStrLayout	ENGSTR_SHADOW_COLOR=0;ENGSTR_SHADOW_OFFSET_X_PX=2;ENGSTR_SHADOW_OFFSET_Y_PX=3	retain	include/Wap32/EngStr.h:EngStrLayout		All evaluated equal-value and overlapping-domain rows were reviewed; EngStrLayout has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/GameApp.h:GameAppTiming	GAMEAPP_PERIODIC_TIMER_MS=100;GAMEAPP_FPS_UNAVAILABLE=-1;GAMEAPP_FPS_SAMPLE_SECONDS=2;GAMEAPP_FPS_SAMPLE_INTERVAL_MS=2000	retain	include/Wap32/GameApp.h:GameAppTiming		All evaluated equal-value and overlapping-domain rows were reviewed; GameAppTiming has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/GameApp.h:AsyncKeyStateMask	ASYNC_KEYSTATE_DOWN=-2147483648	reuse	include/Utils/AsyncKeyState.h:AsyncKeyStateMask	ASYNC_KEYSTATE_DOWN=include/Utils/AsyncKeyState.h:AsyncKeyStateMask::ASYNC_KEYSTATE_DOWN	The Win32 GetAsyncKeyState down-bit mask is shared with the DirectInput async-keyboard path and now has neutral utility ownership.
include/Wap32/ScreenGeometry.h:ScreenGeometry	SCREEN_W_PX=640;SCREEN_H_PX=480;SCREEN_HALF_W_PX=320;SCREEN_HALF_H_PX=240	retain	include/Wap32/ScreenGeometry.h:ScreenGeometry		All evaluated equal-value and overlapping-domain rows were reviewed; ScreenGeometry has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/TileGeometry.h:TileGeometry	TILE_SIZE_PX=32;TILE_HALF_PX=16;TILE_SHIFT_PX=5;TILE_MASK_PX=31	retain	include/Wap32/TileGeometry.h:TileGeometry		All evaluated equal-value and overlapping-domain rows were reviewed; TileGeometry has distinct producers, consumers, or encoding and does not transport another enum's values.
